List,Order,Item,Condition,Amb,Vis,Half,FirstDisplay,SecondDisplay,sentence,Chinese,Italian
1,55,x27,,,,2,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.
1,56,x28,,,,2,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,Il paramedico non vedeva l'ora di incontrare il prestigiatore.
1,57,22,3,2,1,2,3221.jpg,3222.jpg,The woman was having a break with the pirate.,女人和海盗休息了一会儿。,La donna stava facendo una pausa con il pirata.
1,58,x29,,,,2,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.
1,59,23,1,1,1,2,1231.jpg,1232.jpg,The farmer went to the village with the pilot.,农民和飞行员去了村庄。,Il contadino e' andato in paese con il pilota.
1,60,x23,,,,2,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.
1,61,24,4,2,2,2,3241.jpg,3242.jpg,The countess toured the country with the boy.,女爵士和男孩环游了全国。,La contessa ha fatto un viaggio con il ragazzo.
2,34,x16,,,,2,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,冰球运动员本以为自己能击中球。,La pattinatrice pensava di riuscire a toccare la palla.
2,35,x17,,,,2,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.
2,36,13,2,1,2,2,1131.jpg,1132.jpg,The sheriff talked about politics with the groom.,警长和新郎谈了政治。,Lo sceriffo ha parlato di politica con lo sposo.
2,37,x18,,,,2,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.
2,38,x19,,,,2,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,Il giocatore di golf amava osservare gli uccelli prima di giocare a golf. 
2,39,14,1,1,1,2,1141.jpg,1142.jpg,The kitchenmaid had put out a fire with the queen.,厨房女佣和王后一起解决了问题。,La cameriera aveva spento l'incendio con la regina.
2,40,x19,,,,2,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.
2,41,15,3,2,1,2,3151.jpg,3152.jpg,The pirate escaped from jail with the lady.,海盗和女士一起逃出了监狱。,Il pirata e' scappato da prigione con la signora.
2,42,x20,,,,2,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.
2,43,16,4,2,2,2,3161.jpg,3162.jpg,The gladiator went to the battleground with the countess.,角斗士和女爵士去了战场。,Il gladiatore e' andato al campo di battaglia con la contessa.
2,44,x21,,,,2,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziano aveva dato un tubo all'operaio.
2,45,x22,,,,2,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.
2,46,17,2,1,2,2,1171.jpg,1172.jpg,The lady discussed the weather with the mermaid.,女士和美人鱼聊了天气。,La signora ha discusso del tempo con la sirena.
2,47,x30,,,,2,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.
2,48,18,3,2,1,2,3181.jpg,3182.jpg,The admiral was having a laugh with the princess.,将军和公主嬉闹了一会儿。,L'ammiraglio stava scherzando con la principessa.
2,49,x24,,,,2,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.
2,50,19,4,2,2,2,3191.jpg,3192.jpg,The Viking went to the lake with the nanny.,维京人和保姆去了湖边。,Il vichingo e' andato al lago con la bambinaia.
2,51,x25,,,,2,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato il fiore alla dottoressa.
2,52,20,1,1,1,2,1201.jpg,1202.jpg,The girl was having fun with the witch.,女孩和女巫玩得很开心。,La ragazza si stava divertendo con la strega.
2,53,x26,,,,2,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino nella strada.
2,54,21,3,2,1,2,3211.jpg,3212.jpg,The prince went to the beach with the nun.,王子和修女去了海边。,Il principe e' andato in spiaggia con la suora.
2,55,x27,,,,2,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.
2,56,x28,,,,2,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,Il paramedico non vedeva l'ora di incontrare il prestigiatore.
2,57,22,4,2,2,2,3221.jpg,3222.jpg,The woman was having a break with the pirate.,女人和海盗休息了一会儿。,La donna stava facendo una pausa con il pirata.
2,58,x29,,,,2,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.
2,59,23,2,1,2,2,1231.jpg,1232.jpg,The farmer went to the village with the pilot.,农民和飞行员去了村庄。,Il contadino e' andato in paese con il pilota.
2,60,x23,,,,2,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.
2,61,24,1,1,1,2,1241.jpg,1242.jpg,The countess toured the country with the girl.,女爵士和女孩环游了全国。,La contessa ha fatto un viaggio con la ragazza.
3,34,x16,,,,2,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,冰球运动员本以为自己能击中球。,La pattinatrice pensava di riuscire a toccare la palla.
3,35,x17,,,,2,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.
3,36,13,3,2,1,2,3131.jpg,3132.jpg,The sheriff talked about politics with the bride.,警长和新娘谈了政治。,Lo sceriffo ha parlato di politica con la sposa.
3,37,x18,,,,2,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.
3,38,x19,,,,2,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,Il giocatore di golf amava osservare gli uccelli prima di giocare a golf. 
3,39,14,2,1,2,2,1141.jpg,1142.jpg,The kitchenmaid had put out a fire with the queen.,厨房女佣和王后一起解决了问题。,La cameriera aveva spento l'incendio con la regina.
3,40,x19,,,,2,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.
3,41,15,4,2,2,2,3151.jpg,3152.jpg,The pirate escaped from jail with the lady.,海盗和女士一起逃出了监狱。,Il pirata e' scappato da prigione con la signora.
3,42,x20,,,,2,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.
3,43,16,1,1,1,2,1161.jpg,1162.jpg,The gladiator went to the battleground with the admiral.,角斗士和将军去了战场。,Il gladiatore e' andato al campo di battaglia con l'ammiraglio.
3,44,x21,,,,2,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziano aveva dato un tubo all'operaio.
3,45,x22,,,,2,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.
3,46,17,3,2,1,2,3171.jpg,3172.jpg,The lady discussed the weather with the pirate.,女士和海盗聊了天气。,La signora ha discusso del tempo con il pirata.
3,47,x30,,,,2,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.
3,48,18,4,2,2,2,3181.jpg,3182.jpg,The admiral was having a laugh with the princess.,将军和公主嬉闹了一会儿。,L'ammiraglio stava scherzando con la principessa.
3,49,x24,,,,2,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.
3,50,19,1,1,1,2,1191.jpg,1192.jpg,The Viking went to the lake with the cowboy.,维京人和牛仔去了湖边。,Il vichingo e' andato al lago con il cowboy.
3,51,x25,,,,2,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato il fiore alla dottoressa.
3,52,20,2,1,2,2,1201.jpg,1202.jpg,The girl was having fun with the witch.,女孩和女巫玩得很开心。,La ragazza si stava divertendo con la strega.
3,53,x26,,,,2,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino nella strada.
3,54,21,4,2,2,2,3211.jpg,3212.jpg,The prince went to the beach with the nun.,王子和修女去了海边。,Il principe e' andato in spiaggia con la suora.
3,55,x27,,,,2,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.
3,56,x28,,,,2,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,Il paramedico non vedeva l'ora di incontrare il prestigiatore.
3,57,22,1,1,1,2,1221.jpg,1222.jpg,The woman was having a break with the mermaid.,女人和美人鱼休息了一会儿。,La donna stava facendo una pausa con la sirena.
3,58,x29,,,,2,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.
3,59,23,3,2,1,2,3231.jpg,3232.jpg,The farmer went to the village with the stewardess.,农民和乘务员去了村庄。,Il contadino e' andato in paese con la hostess.
3,60,x23,,,,2,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.
3,61,24,2,1,2,2,1241.jpg,1242.jpg,The countess toured the country with the girl.,女爵士和女孩环游了全国。,La contessa ha fatto un viaggio con la ragazza.
4,33,,,,,,,,END OF EXPERIMENT. THANK YOU VERY MUCH.,实验结束。非常感谢！,FINE DELL'ESPERIMENTO. MOLTE GRAZIE
4,34,x16,,,,2,x0101.jpg,x0102.jpg,The skater thought she was going to hit the ball.,冰球运动员本以为自己能击中球。,La pattinatrice pensava di riuscire a toccare la palla.
4,35,x17,,,,2,x1601.jpg,x1602.jpg,The rescuer asked the patient to evacuate the building.,救援人员让病人撤离那栋建筑。,Il soccorritore ha chiesto al paziente di evacuare l'edificio.
4,36,13,4,2,2,2,3131.jpg,3132.jpg,The sheriff talked about politics with the bride.,警长和新娘谈了政治。,Lo sceriffo ha parlato di politica con la sposa.
4,37,x18,,,,2,x1701.jpg,x1702.jpg,The ice cream man saw a soldier in the park.,卖冰淇淋的人看见公园里有名士兵。,Il venditore di gelato ha visto un soldato nel parco.
4,38,x19,,,,2,x3001.jpg,x3002.jpg,The golfer enjoyed bird-watching before the game.,高尔夫球运动员喜欢在比赛前观鸟。,Il giocatore di golf amava osservare gli uccelli prima di giocare a golf. 
4,39,14,3,2,1,2,3141.jpg,3142.jpg,The kitchenmaid had put out a fire with the king.,厨房女佣和国王一起解决了问题。,La cameriera aveva spento l'incendio con il re.
4,40,x19,,,,2,x1801.jpg,x1802.jpg,The Mexican was happy with the number of eggs  he counted.,墨西哥人对蛋的数量很满意。,Il messicano era contento del numero di uova che aveva contato.
4,41,15,1,1,1,2,1151.jpg,1152.jpg,The pirate escaped from jail with the gentleman.,海盗和绅士一起逃出了监狱。,Il pirata e' scappato da prigione con il signore.
4,42,x20,,,,2,x0901.jpg,x0902.jpg,Grandmother's cat was very hard to handle.,奶奶的猫非常难缠。,Il gatto della nonna e' molto difficile da trattare.
4,43,16,2,1,2,2,1161.jpg,1162.jpg,The gladiator went to the battleground with the admiral.,角斗士和将军去了战场。,Il gladiatore e' andato al campo di battaglia con l'ammiraglio.
4,44,x21,,,,2,x2001.jpg,x2002.jpg,The Egyptian had handed a hose to the roadworker.,埃及人将水管递给了修路工人。,L'egiziano aveva dato un tubo all'operaio.
4,45,x22,,,,2,x1101.jpg,x1102.jpg,The diver had just came out of the water after a long dive.,潜水员在水里潜了很久，刚刚才浮出水面。,Il sommozzatore era appena uscito dall'acqua dopo una lunga immersione.
4,46,17,4,2,2,2,3171.jpg,3172.jpg,The lady discussed the weather with the pirate.,女士和海盗聊了天气。,La signora ha discusso del tempo con il pirata.
4,47,x30,,,,2,x2801.jpg,x2802.jpg,The patient was recommended by the doctor to do some reading.,患者被医生推荐去读点东西。,Al paziente e' stato raccomandato dal dottore di leggere un po'.
4,48,18,1,1,1,2,1181.jpg,1182.jpg,The admiral was having a laugh with the prince.,将军和王子嬉闹了一会儿。,L'ammiraglio stava scherzando con il principe.
4,49,x24,,,,2,x2301.jpg,x2302.jpg,The baby had just been hit by his own pram.,婴儿刚刚被自己的婴儿车给撞到了。,Il bebe' era appena stato colpito dalla sua stessa carrozzina.
4,50,19,2,1,2,2,1191.jpg,1192.jpg,The Viking went to the lake with the cowboy.,维京人和牛仔去了湖边。,Il vichingo e' andato al lago con il cowboy.
4,51,x25,,,,2,x2401.jpg,x2402.jpg,The plumber gave the flower to the female doctor.,水管工将鲜花送给了女医生。,L'idraulico ha dato il fiore alla dottoressa.
4,52,20,3,2,1,2,3201.jpg,3202.jpg,The girl was having fun with the wizard.,女孩和巫师玩得很开心。,La ragazza si stava divertendo con il mago.
4,53,x26,,,,2,x2501.jpg,x2502.jpg,The young man saw his neighbour's bin in the street.,年轻人在街上看见了领居家的垃圾桶。,Il giovanotto ha visto il bidone del suo vicino nella strada.
4,54,21,1,1,1,2,1211.jpg,1212.jpg,The prince went to the beach with the priest.,王子和牧师去了海边。,Il principe e' andato in spiaggia con il prete.
4,55,x27,,,,2,x2901.jpg,x2902.jpg,The man had stolen money from the bank robber.,男人从银行劫匪那里偷走了钱。,L'uomo aveva rubato dei soldi al rapinatore.
4,56,x28,,,,2,x1001.jpg,x1002.jpg,The paramedic was looking forward to meeting the magician.,医务人员很期待能见到魔术师。,Il paramedico non vedeva l'ora di incontrare il prestigiatore.
4,57,22,2,1,2,2,1221.jpg,1222.jpg,The woman was having a break with the mermaid.,女人和美人鱼休息了一会儿。,La donna stava facendo una pausa con la sirena.
4,58,x29,,,,2,x2701.jpg,x2702.jpg,The nurse saw that her chair was occupied by  a colleague.,护士发现一名同事正坐在她的椅子上。,L'infermiera ha notato che la sua sedia era occupata da un collega.
4,59,23,4,2,2,2,3231.jpg,3232.jpg,The farmer went to the village with the stewardess.,农民和乘务员去了村庄。,Il contadino e' andato in paese con la hostess.
4,60,x23,,,,2,x2201.jpg,x2202.jpg,The Roman soldier felt very tired after the battle.,罗马士兵结束了战斗，感到非常疲倦。,Il soldato romano era molto stanco dopo la battaglia.
4,61,24,3,2,1,2,3241.jpg,3242.jpg,The countess toured the country with the boy.,女爵士和男孩环游了全国。,La contessa ha fatto un viaggio con il ragazzo.
